news,label
सीसीटीव्हीत कैद झालेल्या चोरीची धक्कादायक कहाणी,2
सीसीटीव्हीत कैद व्हॉलची आश्चर्यकारक कहाणी,2
भारतीय हवाई दलाच्या बडगाम विमान दुर्घटनेत महाराष्ट्राच्या पायलटचा मृत्यू,2
भारतीय हवाई दलाच्या बडगाम विमान गेट अपघातात महाराष्ट्रातील पायलटचा मृत्यू झाला,2
भारतीय हवाई दलाच्या बडगाम विमान अपघातात महाराष्ट्रातील पायलटचा मृत्यू,2
टेनिसपटू सेरेनाचं न्यूड फोटोशूट ,1
टेनिसपटू सेरेनाचा न्यूड फोटो स्पड,1
टेनिसपटू सेरेनाचे न्यूड फोटोशूट,1
मंगला एक्स्प्रेसमध्ये जन्माली मंगला,2
Janmali Mangala in Mangala convey,2
Janmali Mangala in Mangala Expressing,2
ऑस्ट्रेलियाचा भारतावर 4 गडी राखून विजय,1
ऑस्ट्रेलियाने भारतावर ४ विकेट्सने मात केली,1
ऑस्ट्रेलियाने भारतावर ४ विकेट्सने विजय मिळवला,1
वारीनंतरच्या अस्वच्छतेला वारकरीच जबाबदार हायकोर्ट,2
युद्धोत्तर प्रदूषणासाठी सौम्य न्यायालय जबाबदार,2
युद्धोत्तर प्रदूषणासाठी उच्च न्यायालय जबाबदार आहे,2
बाबांच्या सरकारची हॅटट्रिक ,2
बाबांच्या सरकारची टोपी फसवणूक,2
बाबांच्या सरकारची हॅट्ट्रिक,2
गोष्ट रंगकर्मीची ,0
अहवाल रंगकर्मीबद्दल आहे,0
कथाकथन रंगकर्मीबद्दल आहे,0
पत्नीने जीन्स घातली म्हणून एव्हरेस्टवीर वाळीत,2
एव्हरेस्ट कारण त्याची पत्नी जेड जीन्स,2
एव्हरेस्ट कारण त्याच्या पत्नीने जीन्स घातली होती,2
किदंबी श्रीकांत ठरला आॅस्ट्रेलियन ओपनचा विजेता,1
किदाम्बी श्रीकांत ऑस्ट्रेलियन आउट ऑफ डोअर्सचा विजेता ठरला,1
किदाम्बी श्रीकांत ऑस्ट्रेलियन ओपनचा विजेता ठरला,1
जिथे मालकतिथे सर्जाराजा,2
जेथें सर्जाराजा,2
ज्यात सर्जाराजा मालक आहे,2
अकोल्यात ठिय्या मांडून बसलेले यशवंत सिन्हा मोदी विरोधाचा राष्ट्रीय चेहरा बनताहेत का ,2
अकोल्यात बसलेले यशवंत सिन्हा मोदींच्या संघर्षाचा राष्ट्रीय चेहरा बनत आहेत का?,2
अकोल्यात बसलेले यशवंत सिन्हा मोदींना विरोध करणारे राष्ट्रीय चेहरा बनत आहेत का?,2
प्रभावळकरांशी बातचीत,0
प्रभालकर यांच्याशी संवाद,0
प्रभालकर यांच्याशी चर्चा केली,0
स्वतंत्र मराठवाड्यावरुन शिवसेनाभाजपात राडा,2
Shiv Sena to BJP from main Marathwada,2
Shiv Sena to BJP from independent Marathwada,2
कुमार सप्तर्षींच्या 76 व्या वाढदिवशी 50 वी अटक,2
कुमार सप्तर्षी यांच्या ७६ व्या वाढदिवसानिमित्त ५० वा थांबा,2
कुमार सप्तर्षी यांच्या 76 व्या वाढदिवसानिमित्त 50 वी अटक,2
Video  लग्नात परिणितीने लपवले निकचे बूट आणि किती रुपये मागितले पाहा,0
Video परिणीतीने लग्नात निकचे शूज लपवले आणि बघा किती पैशांची चौकशी करते,0
Video परिणीतीने लग्नात निकचे बूट लपवले आणि पाहा तिने किती पैसे मागितले,0
विधान परिषद निवडणुकीत विरोधकांची मतं अखेर फुटलीच ,2
विधानपरिषद निवडणुकीत अखेर विरोधकांची मते फुटली,2
विधानपरिषद निवडणुकीत विरोधकांच्या मतांमध्ये अखेर फूट पडली,2
सोलापुरात विवाहित महिलेवर सामूहिक बलात्कार तिघे अटकेत,2
सोलापुरात विवाहितेला लुटणारी टोळी तिघांना अटक,2
सोलापुरात विवाहितेवर सामूहिक बलात्कार केल्याप्रकरणी तिघांना अटक,2
गनमॅनचा नेम चुकला आणि स्वतचाच बळी गेला,2
बंदुकधारी व्यक्तीने त्याचे नाव चुकीचे सांगून आत्महत्या केली,2
बंदूकधारी व्यक्तीने त्याचे नाव चुकीचे ठरवले आणि त्याने आत्महत्या केली,2
जग्गा जासूसमध्ये तब्बल 29 गाणी ,0
जग्गा जासूसमध्ये तब्बल 29 कॉल,0
जग्गा जासूसमध्ये तब्बल 29 सूर,0
पुण्यात शुक्रवार पेठेत दोन वाड्यांना आग एकाचा मृत्यू,2
पुण्यातील सुकर पेठेतील दोन वाड्यांना लागलेल्या आगीत एका व्यक्तीचा मृत्यू झाला,2
पुण्यातील सुकार पेठेतील दोन वाड्यांमध्ये लागलेल्या आगीत एकाची हत्या करण्यात आली आहे,2
#TRPमीटर  स्वराज्यरक्षक संभाजीची लोकप्रियता वाढली पण कुणाची कमी झाली पाहा,0
#TRPMeter Swarajya Rakshak Sambhaji's popularity increased but see who's minify,0
#TRPMeter Swarajya Rakshak Sambhaji's popularity growing but see who's decreased,0
फिटनेस फंडा 28 जाने,1
फायटिंग्स फंडा 28 जाने,1
अभियोग्यता फंडा 28 जाने,1
खर्च कमी करा महसूल वाढवा कॅगचे सरकारवर ताशेरे,2
खर्च कमी करा महसूल वाढवा CAG चे सरकारवर ताशरे,2
खर्च कमी केल्याने महसूल वाढेल कॅगचे सरकारवर ताशरे,2
लोकसभा 2019 ‘हे’ स्टार आणि खेळाडू असतील निवडणुकीच्या रिंगणात,0
लोकसभा 2019 'हे' तारे आणि खेळाडू अडचणीत असतील,0
लोकसभा 2019 साठी 'हे' सेलिब्रिटी आणि खेळाडू रिंगणात असतील,0
प्रकाश आंबेडकरांनी तमाशातला राजा होऊ नयेरामदास आठवलेंचा टोला,2
प्रकाश आंबेडकरांनी रामदास आठवलेंच्या ताफ्यातील जहागीरदार बनू नये.,2
प्रकाश आंबेडकरांनी रामदास आठवलेंच्या ताफ्यातील राजा बनू नये.,2
काँग्रेस आमदाराला मारहाण करणार्‍या भाजप नगरसेवक शिव शर्माची हकालपट्टी,2
काँग्रेस आमदाराचा पराभव करण्यासाठी भाजप नगरसेवक शिव शर्मा यांची हकालपट्टी,2
काँग्रेस आमदाराला मारहाण केल्याप्रकरणी भाजप नगरसेवक शिव शर्मा यांची हकालपट्टी,2
कर्जमाफीबाबत केंद्र सरकार सकारात्मक  मुख्यमंत्री,2
कर्जमाफीबाबत केंद्र प्रशासन सकारात्मक मुख्यमंत्री,2
कर्जमाफीबाबत केंद्र सरकार सकारात्मक सेंटीमीटर,2
विराट कोहलीचं आयसीसी एकदिवसीय फलंदाजांच्या क्रमवारीत अव्वल स्थान,1
ICC ODI फलंदाजांच्या क्रमवारीत विराट कोहली वरचढ ठरला आहे,1
आयसीसी वनडे फलंदाजांच्या क्रमवारीत विराट कोहली अव्वल स्थानावर आहे,1
गौरी लंकेश प्रकरणात शिवप्रतिष्ठान कनेक्शन कोण आहे सागर लाखे,2
सागर लाखी हो यावरून गौरी लंकेशमध्ये शिवप्रतिष्ठान कनेक्शन आहे,2
सागरने गौरी लंकेशच्या उदाहरणांमध्ये हो इज शिवप्रतिष्ठान कनेक्शन लिहिले आहे,2
पानसरे हत्येप्रकरणी एसआयटी घेणार विरेंद्र तावडेला ताब्यात ,2
पानसरे हत्येप्रकरणी वीरेंद्र तावडेला एसआयटी ताब्यात घेणार आहे,2
पानसरे हत्या प्रकरणी एसआयटी वीरेंद्र तावडेला ताब्यात घेणार आहे,2
आज दाभोलकर जिवंत असते तर जेलमध्ये टाकलं असतं अभय वर्तक यांचं वक्तव्य,2
"आज दाभोलकर हयात असते तर त्यांना तुरुंगात टाकले असते, अभय वर्तक यांना सांगा",2
"आज दाभोलकर विवो असते तर त्यांना तुरुंगात टाकले असते, असे अभय वर्तक म्हणतात",2
नाणार प्रकल्प लादणार नाही  मुख्यमंत्री,2
मुख्यमंत्री नाणार प्रकल्प लादणार नाहीत,2
नाणार प्रकल्प लादणार नाही जेफ मंत्री,2
VIDEO  प्राजक्ता माळीची अनोखी युरोप सफर,0
VIDEO Prajakta Mali's alone trip to Europe,0
VIDEOTAPE Prajakta Mali's unique trip to Europe,0
बांद्र्याच्या जेमिमाने रचला इतिहास युवराजसारखीच केली षटकारांची हॅटट्रिक,1
बांद्र्याच्या जेमिमाने युवराजच्या षटकारांच्या हॅट्ट्रिकसारखा इतिहास रचला,1
वांद्र्याच्या जेमिमाने युवराजच्या षटकारांच्या हॅट्ट्रिकसारखा इतिहास घडवला,1
5 मिनिटांत होत्याचं नव्हतं झालं ,2
5 मिनिटांत ते पूर्ण झाले नाही,2
ते 5 मिनिटांत उठले नाही,2
गोंदिया रेल्वेत 4 दिवसाची मुलगी सापडल्याने खळबळ,2
गोंदिया रेल्वेत 4 दिवसांची मुलगी सावरल्याने खळबळ उडाली आहे,2
गोंदिया रेल्वेत 4 दिवस जुनी फिल सापडल्याने खळबळ उडाली आहे,2
कांद्याचा आता नाही वांदा कांदा 30 रुकिलो ,2
कांदा आता उपलब्ध नाही. कांदा 30 रुकिलो,2
आता कांदा मिळत नाही. टोमॅटो 30 रुकिलो,2
CWG 2018  संजिता चानूची सुवर्णभरारी भारताच्या खात्यात दुसरे सुवर्ण ,1
CWG 2018 संजीता चानूचे सुवर्ण भारताचे दुसरे सुवर्ण आहे,1
CWG 2018 संजीता चानूचे सुवर्ण भारताचे दुसरे सुवर्ण आहे,1
राज्यभरातील 25 हजार महसूल कर्मचारी संपावर,2
देशभरातील २५ हजार महसूल कर्मचारी संपावर आहेत,2
राज्यभरातील 25 हजार महसूल कर्मचारी संपावर आहेत,2
विशेष कार्यक्रम सिनेमाचं गाव,0
विशेष कार्यक्रम सिनेमा व्हिलेज,0
विशिष्ट कार्यक्रम सिनेमा गाव,0
यंदा उन्ह जरा जास्तच असणार ,2
यंदा उष्णतेचे प्रमाण थोडे जास्त असेल,2
यंदा उष्णता थोडी जास्त असेल,2
या फिट सेलिब्रिटींचा हा आहे फिटनेस फंडा ,0
हा या फिट सेलिब्रिटींचा फिटनेस फंडा आहे,0
हा या फिट सेलिब्रिटींचा फिटनेस फंडा आहे,0
अखेरच्या टेस्ट मॅचच्या तिकिटांवर सचिनचा फोटो,1
शेवटच्या टेस्ट चेकच्या तिकिटांवर सचिनचा फोटो,1
शेवटच्या कसोटी सामन्याच्या तिकिटांवर सचिनची प्रतिमा,1
या बाहुबलीला तुम्ही ओळखला का ,0
तुम्ही या बाहुबलीला ओळखता का?,0
तुम्ही या बाहुबलीला मान्यता दिली का?,0
अनैतिक संबंधात पत्नी ठरत होती अडसर निर्घृणपणे पतीने केला खून,2
अडसर ही पत्नी अनैतिक संबंधात होती आणि तिला तिच्या पतीने क्रूरपणे काढून टाकले,2
अडसर ही अनैतिक संबंधातून मुजर होती आणि तिच्या पतीने तिची निर्घृण हत्या केली होती,2
औरंगाबाद नवी मुंबईचा आज फैसला,2
औरंगाबाद नवी मुंबईचा निर्णय आता,2
औरंगाबाद नवी मुंबईचा निर्णय काल दि,2
बंडोबांना प्रवेश देऊ नका,0
प्रवेश करण्यासाठी बंडोबाला तोंड देऊ नका,0
बंडोबांना प्रवेश देऊ नका,0
अंबाबाईच्या प्रसादाचा लाडू 8 रुपयांवरून 10 रुपयांवर,2
Ambabai's Prasad Ladoo from Rs octet to Rs 10,2
Ambabai's Prasad Ladoo from Rs 8 to R 10,2
उगाच छाती का फुगवता सैनिकांचा वापर करून मतांचा जोगवा मागणारे दोषी,2
सैनिकांची छाती फुगवून मते मागणारे गुन्हेगार का?,2
सैनिकांची छाती फुगवून मते मागणारे गुन्हेगार का?,2
वडील काँग्रेसचे म्हणून मीसुद्धा तिथेच असावं असं नाही  सुजय विखे पाटील,2
माझा नवशिक्या काँग्रेसचा असल्याने सुजय विखे पाटील यांना मी तिथे येऊ इच्छित नाही,2
माझे वडील काँग्रेसचे असल्याने सुजय विखे पाटील यांना मी तिथे येऊ इच्छित नाही,2
शिवसेनेच्या आमदार आणि मंत्र्यांना उद्धव ठाकरेंपेक्षा मुख्यमंत्री जवळचे  रवी राणा,2
Ravi Rana is closer to Chief curate than Uddhav Thackeray to Shiv Sena MLAs and Ministers,2
रवी राणा हे उद्धव ठाकरेंपेक्षा शिफ सेनेच्या आमदार आणि मंत्र्यांच्या मुख्यमंत्र्यांच्या जवळचे आहेत,2
रवी जाधवशी बातचीत,0
रवी जाधव यांच्याशी amp बातचीत,0
रवी जाधव यांच्याशी बोलताना अ,0
झोटिंग समितीचा अहवाल निरर्थक  मुख्यमंत्री  खडसेंच्या मंत्रिपदाचं भवितव्य सीएमच्याच हाती ,2
झोनिंग समितीचा अहवाल निरर्थक आहे. मुख्यमंत्री खडसेंच्या मंत्रिपदाचे भवितव्य मुख्यमंत्र्यांच्या हाती आहे,2
झोनिंग कमिटीचा अहवाल निरर्थक आहे. नेते मंत्री खडसे यांच्या मंत्रिपदाचे भवितव्य मुख्यमंत्र्यांच्या हातात आहे,2
रघुनाथदादा पाटील यांचा आपमध्ये प्रवेश,2
रघुनाथदादा पाटील यांचा 'आप'मध्ये प्रवेश,2
रघुनाथदादा पाटील यांची इनलेट ब्रिक आप,2
सातार्‍यात उदयनराजेंच्या नेतृत्वाखाली मराठा क्रांती मोर्चा ,2
सात्रळ येथे मराठा क्रांती मोर्चाचे अध्यक्ष बी,2
सात्र्यात मराठा क्रांती मोर्चा टोटलमिंट बी उदयनराज,2
Video  आर्चीचं बदललेलं रूप तुम्ही पाहिलंत का,0
Video तुम्हाला आर्चीचे बदललेले रूप सापडले आहे का?,0
Video तुम्ही आर्चचे बदललेले रूप पाहिले आहे का?,0
VIDEO मराठा आंदोलकांनी खासदार हिना गावित यांची गाडी फोडली,2
मराठा आंदोलकांनी खासदार हिना गावित यांच्या गाडीची तोडफोड केली,2
VIDEO मराठा आंदोलकांनी खासदार हिना गावित यांच्या गाडीची तोडफोड केली,2
बालरंगभूमीच्या आधारवड सुधा करमरकर यांचं निधन,0
बालरंगभूमीच्या आधारवड सुधा करमरकर बाहेरून गेल्या,0
बालनाट्यकलेच्या आधारवड सुधा करमरकर यांचे निधन झाले,0
पंकजा आणि तावडेंनी राजीनामा द्यावा   अरविंद सावंत,2
Pankaja and Tawde should vacate Arvind Sawant,2
Pankaja and Tawde should resigning Arvind Sawant,2
भाजपचे आमदार कृष्णा खोपडे 7 वी पास पण शपथपत्रात बी कॉम ,2
भाजपचे आमदार कृष्णा खोपडे 7वी चोक मात्र शपथपत्रात बी.कॉम,2
भाजपचे आमदार कृष्णा खोपडे १२वी पास मात्र शपथपत्रात बी.कॉम,2
मर्डर मेस्त्रीची उत्सुकता,0
खुनाच्या वरिष्ठांची उत्सुकता वाढली,0
मारेकरी मास्टरची उत्सुकता,0
चौफुला बारीचा नाद आणि 70 लाखांच्या बँक दरोड्याचा बनाव  दरोडेखोर बँक मॅनेजरचा पर्दाफाश,2
चौफुला बारी येथील नाद आणि 70 लाखांच्या बनावट बँक डब्याच्या बँक दरोड्याचा पर्दाफाश,2
चौफुला बारीचा नाद आणि बँक व्यवस्थापकाला ७० लाखांचा गंडा घातल्याचा पर्दाफाश,2
नाविन्याचा ध्यास असेल तरच मराठी नाटकांना चांगले दिवस  शरद पवार,2
नावीन्याची आवड असेल तरच शरद पवार मराठी नाटकांसाठी पारंगत दिवस,2
नावीन्याची आवड असेल तरच शरद पवार मराठी नाटकांसाठी बुवांचा दिवस,2
आबांच्या कुटुंबियांच्या हातातून तासगावची सत्ता गेली,2
तासगावची सत्ता आबांच्या घरच्यांच्या हातून हिरावून घेतली,2
आबांच्या घरच्यांच्या हातून तासगावची सत्ता गेली,2
कंगनाची ‘मणिकर्णिका’ का ओढून घेतेय पुन्हा पुन्हा वाद,0
कंगनाच्या 'मणिकर्णिका'चा पुन्हा पुन्हा गोंधळ का होतो?,0
कंगनाचा 'मणिकर्णिका' पुन्हा पुन्हा का ओढला जातो?,0
सलमान चांगला माणूस महेश मांजरेकर,0
Salman adept man Mahesh Manjrekar,0
Salman well man Mahesh Manjrekar,0
मी तुमचा आभारी गुडबाय सचिन,1
धन्यवाद सचिन,1
धन्यवाद फेअरवेल सचिन,1
VIDEO  कार्यालयातच जुगारी पोलिसांनी मांडला पत्त्यांचा डाव,2
VIDEO कार्यालयातच जुगार खेळणाऱ्या पोलिसांचे पत्ते,2
VIDEO जुगार कॉन्स्टेबलने कार्यालयातच पत्ते खेळले,2
सलमानकरणच्या सिनेमात अक्षय कुमार,0
सलमानकरनच्या चित्रात अक्षय कुमार,0
सलमानकरनच्या किनोमध्ये अक्षय कुमार,0
IPL 2018  रोहित शर्माची टीम यंदाही ठरेल का चॅम्पियन ,1
IPL 2018 या वर्षीही रोहित शर्माची टीम फायटर बनणार का?,1
IPL 2018 रोहित शर्माची टीम यंदाही चॅम्पियन होणार?,1
कानमध्ये दीपिकाच्या अनेक अदा,0
कान्समधील दीपिकाचे अनेक पक्षी गाणे,0
कान्समधील दीपिकाची असंख्य गाणी,0
जिल्हा बँकेची आज मतमोजणी,2
जिल्हा बँकेच्या मतांची आजची आकडेवारी,2
आज जिल्हा बँकेच्या मतांची संख्या,2
क्रांती रेडकरशी बातचीत,0
क्रांती रेडीकर यांच्याशी अँपचे संभाषण,0
क्रांती रेडकर यांच्याशी चर्चा केली,0
विष्णू सावरा निष्क्रिय आदिवासींचा घरावर मोर्चा,2
विष्णू स्वरा मूर्ती ट्रायबल हाऊस मार्च,2
विष्णु स्वरा मूर्ती त्रिगुण होम मार्च,2
शेगावचं आनंदसागर झालं उदास पर्यटकांचा हिरमोड,2
शेगाव आनंदसागर कमी पर्यटकांचा कळप झाला आहे,2
शेगाव आनंद सागर हा उदास पाहुण्यांचा कळप झाला आहे,2
राज ठाकरेंनी घेतली नारायण राणेंची भेट,2
राज ठाकरे गेट नारायण राणे,2
राज ठाकरेंनी नारायण राणेंना घेतले,2
भरत साकारणार मोरूची मावशी,0
भरत मोरूच्या मावशीला हार घालेल,0
भरत मोरूच्या मावशीची भूमिका साकारणार आहे,0
क्रिकेट आणि बॉलीवुडमधल्या दिग्गज फुटबॉलच्या मैदानात,1
फुटबॉल विषयावर क्रिकेट आणि बॉलिवूड दिग्गज,1
फुटबॉलच्या मैदानावर क्रिकेट आणि बॉलिवूडचे दिग्गज,1
  बाजीच्या प्रेमकथेत दडलंय गूढ रहस्य,0
बाजींच्या प्रेमकथेत एक गुप्त दडपण आहे,0
बाजींच्या प्रेमकथेत एक गुप्त गोष्ट दडलेली आहे,0
भंडारा वनपरिक्षेत्रात दोन वाघ मृतावस्थेत,2
भंडारा वनपरिक्षेत्रात दोन वाघांचा मृत्यू,2
भंडारा वनक्षेत्रात दोन वाघांचा मृत्यू,2
फ्रेंडशिप डे साजरा करताना कुठले सिनेमे पाहाल,0
फ्रेंडशिप डे साजरा करताना तुम्ही कोणते चित्रपट पकडाल?,0
फ्रेंडशिप डे साजरा करताना तुम्ही कोणता सिनेमा पाहाल?,0
गोंदियात अल्पवयीन मुलीवर बलात्कार,2
गोंदियात अल्पवयीन मुलीवर बलात्कार झाला,2
गोंदियात एका अल्पवयीन मुलीवर अत्याचार झाला,2
धनंजय महाडिकांना उमेदवारी का  मंडलिकांचा सवाल,2
"धनंजय महाडिका हे उमेदवार का आहेत, याची मंडलिकांनी विचारपूस केली",2
"धनंजय महाडिका स्पर्धक का, असा सवाल मंडलिकांनी केला",2
रस्त्यावर शितपेय पिणार असाल तर सावधान दुषित बर्फाचा होतोय वापर,2
जर तुम्ही रस्त्यावर शीतपेय प्यायला असाल तर दूषित बर्फ वापरण्याची काळजी घ्या,2
जर तुम्ही रस्त्यावर शीतपेय प्यायला जात असाल तर दूषित बर्फ वापरण्याची काळजी घ्या,2
संजय दत्तची माहिती हवी तर आधी त्याला विचारा येरवडा प्रशासनाचा अजब कारभार,2
संजय दत्तबद्दल माहिती हवी असेल तर येरवडा प्रशासनाच्या अजब कारभाराबाबत त्याला विचारा.,2
संजय दत्तची माहिती हवी असेल तर आधी येरवडा प्रशासनाच्या अजब कारभाराबाबत त्याला विनंती.,2
पंकजा मुंडेंना मंत्रिपदावर राहण्याचा अधिकार नाही धनंजय मुंडे,2
पंकजा मुंडे हंस ना मग दोन आणि मंत्री धनंजय मुंडे,2
पंकजा मुंडे यांना धनंजय मुंडे मंत्री होण्याचा अधिकार नाही,2
दाभोलकरांच्या खुनाचा छडा लावण्यात पोलीस यशस्वी होतीलगृहमंत्री,2
"दाभोलकर यांच्या हत्येचा छडा लावण्यात पोलिसांना यश येईल, गृहमंत्र्यांचा उच्चार",2
"दाभोलकर हत्येचा छडा लावण्यात पोलिसांना यश येईल, असे गृहमंत्र्यांचे म्हणणे आहे",2
सोनाली कुलकर्णीशी बातचीत,0
सोनाली कुलकर्णी यांच्याशी अॅडेनाइन संभाषण,0
सोनाली कुलकर्णीशी संवाद,0
अशोक चव्हाण यांनी नांदेडमधून भरला उमेदवारी अर्ज,2
Ashok Chavan filed nomination work from Nanded,2
Ashok Chavan filed nomination shape from Nanded,2
राजकीय पक्षांना काकस्पर्शाची धास्ती,2
राजकीय पक्षांशी सामना होण्याची भीती,2
राजकीय पक्षांशी टक्कर होण्याची भीती,2
सुजय विखेंच्या उमेदवारीचा प्रश्न थेट दिल्ली दरबारी राहुल गांधीपवारांमध्ये चर्चा होण्याची शक्यता,2
The oppugn of Sujay Vikhe's candidacy is likely to be discussed directly between the Delhi Darbari Rahul Gandhi,2
सुजय विखे यांच्या उमेदवारीच्या प्रश्नावर थेट दिल्ली दरबारी राहुल गांधी यांच्यात चर्चा होण्याची शक्यता आहे.,2
अंबाबाईच्या मूर्तीची झीज झालीच नाही विनोद तावडे,2
विनोद तावडे हे अंबाबाईची काळजीवाहू मूर्ती नाहीत,2
विनोद तावडेंनी अंबाबाईची नायिका झिजलेली नाही,2
IPLची ट्रॉफी मुंबईकडे पण ऑरेन्ज पर्पल कॅपचा मान हैदराबादला,1
आयपीएलची ट्रॉफी मुंबईला गेली पण ऑरेंज पर्पल कॅपचा मान हैदराबादला गेला,1
आयपीएलची ट्रॉफी मुंबईला जाते पण ऑरेंज पर्पल कॅपचा मान हैदराबादला जातो,1
ज्येष्ठ दलित नेते एकनाथ आवाड यांचं निधन,2
Senior Dalit leader Eknath Awad choke away,2
Elders Dalit leader Eknath Awad passed away,2
कोकणात जाणाऱ्या चाकरमान्यांना टोलमाफी,2
कोकणात चाकरमान्यांना टोलमाफी सुरू,2
कोकणात जाणाऱ्या कर्मचाऱ्यांना टोलमाफी,2
सलमानच्या घरी ईद साजरी,0
सलमानच्या कुटुंबात ईद साजरी,0
सलमानच्या घरी ईद सेलिब्रेशन,0
SPECIAL REPORT  उदयनराजे नावाचं रसायन,2
उदयनराजे नावाचे अँपिअर केमिकल स्पेशल रिपोर्ट,2
स्पेशल रिपोर्ट उदयनराजे नावाचे रसायन,2
अजय देवगण करणार या कुख्यात व्यक्तीच्या जीवनावर सिनेमा,0
अजय देवगण या कुख्यात व्यक्तीच्या जीवनावर चित्रपट बनवणार आहे,0
अजय देवगण या कुख्यात व्यक्तीच्या जीवनावर सिनेमा बनवणार आहे,0
चाकणमध्ये बैलगाडा मालकांचे रास्तारोको आंदोलन,2
चाकणमध्ये बैलगाडी मालकांचा रास्तारोको आंदोलन,2
चाकणमध्ये बैलगाडी मालकाचा रास्तारोको आंदोलन,2
चोर समजून परप्रांतीयांना बेदम मारहाण,2
चोर समजून बदमाशांनी निर्दयीपणे गोंधळ घातला,2
चोरट्यांनी चोर समजून बेदम मारहाण केली,2
दिलीप वळसे पाटील यांना हृदयविकाराचा झटका,2
दिलीप वळसे पाटील यांना फिलियाचा झटका आला,2
दिलीप वळसे पाटील यांना क्रक्स अॅटॅक आला,2
मुंबई वगळता महाराष्ट्रामध्ये सेना भाजपनं एकत्र लढावं चंद्रकांत पाटील,2
"Chandrakant Patil, Sena BJP should conflict together in Maharashtra except Mumbai",2
"Chandrakant Patil, Sena BJP should fight jointly in Maharashtra except Mumbai",2
परभणीत मराठा समाजाचा भव्य मूक मोर्चा,2
sublime silent march of Maratha community in Parbhani,2
Grand silencer march of Maratha community in Parbhani,2
Mumbai band  पालघरमध्ये आंदोलक आक्रमक संपूर्ण शहर पाडलं बंद ,2
मुंबई सेट पालघरमध्ये आंदोलकांनी आक्रमकपणे संपूर्ण शहर उद्ध्वस्त केले,2
मुंबई बंद पालघरमध्ये आंदोलकांनी आक्रमकपणे एकत्र शहराची मोडतोड केली,2
भगतसिंगांचं नाव घेऊन कामाची सुरुवात केल्यावर परिणामांची जाणीव होतीच  संजय नहार,2
संजय नहार यांना भगतसिंगांच्या नावाने काम सुरू केल्यानंतर परिणामांची जाणीव होती,2
भगतसिंग यांच्या नावाने कामाला सुरुवात केल्यानंतर संजय नहार यांना परिणामांची माहिती होती,2
15 लाख शेतकऱ्यांच्या बँक खात्यांवर कर्जमाफीचे 65 हजार कोटी जमा मुख्यमंत्री,2
15 लाख शेतकर्‍यांच्या बँकेच्या स्पष्टीकरणावर 65 हजार कोटींची कर्जमाफी,2
15 लाख पशुपालकांच्या बँक खात्यांवर 65 हजार कोटींची कर्जमाफी,2
राज्यात पेट्रोल 2 तर डिझेल 1 रुपयांनी स्वस्त,2
राज्यात पेट्रोल 2 आणि डिझेल 1 रुपयांनी जोरात,2
राज्यात पेट्रोल 2 आणि डिझेल 1 रुपयांनी स्वस्त,2
Special Report  सुजय विखेपाटील आक्रमक,2
Special story Sujay Vikhepatil aggressive,2
Specific Report Sujay Vikhepatil aggressive,2
या अभिनेत्यासोबत प्रिया वारियर बॉलिवूडमध्ये करणार एन्ट्री,0
प्रिया वारियर या वर्करसोबत बॉलिवूडमध्ये प्रवेश करणार आहे,0
या अभिनेत्यासोबत प्रिया वारियर बॉलिवूडची ओळख करून देणार आहे,0
औरंगाबादला दारा शिकोहचं नाव द्या  सदानंद मोरे,2
नाम दारा शिकोह ते औरंगाबाद सदानंद मोरे,2
संप्रदाय दारा शिकोह ते औरंगाबाद सदानंद मोरे,2
मावळ मतदारसंघासाठी पैशाचा व्यवहार झालाबाबर,2
नंतर मावळ मतदारसंघासाठी पैशाचा व्यवहार,2
मावळ मतदारसंघासाठी आर्थिक व्यवहार झाल्यानंतर आ,2
रजत बडजात्यांच्या शोकसभेत सलमानला अश्रू अनावर,0
रजत बडजात्या यांच्या अंत्यसंस्कारात सलमानला अश्रू अनावर झाले,0
रजत बडजात्या यांच्या अंत्यसंस्कारात सलमानला अश्रू अनावर झाले,0
खवय्यांना खूशखबर अंड्याचे भाव उतरले,2
"खवय्यांसाठी खूशखबर, अंड्याचे भाव कमी झाले आहेत",2
"खवय्यांसाठी खूशखबर, अंड्याचे भाव उतरले आहेत",2
त्या 22 हजार 500 कोटींच्या नोटांपैकी अवघ्या 179 नोटा सदोष,2
"त्या 22 हजार 500 कोटी नोटा संपल्या, फक्त 179 नोटा सदोष",2
त्या 22 हजार 500 कोटी नोटापैकी फक्त 179 नोटा सदोष आहेत,2
हे चुकीचं एकनाथ खडसेंचं मुख्यमंत्र्यांवर शरसंधान,2
हा एकनाथ खडसेंचा मुख्यमंत्र्यांवरचा अकाली हल्ला आहे,2
This is wrong Eknath Khadse's storming on the Chief Minister,2
VIDEO  शाहरूख म्हणतोय अजून किती प्रेमाच्या कसौटी द्याव्या लागणार,0
VIDEO शाहरुख म्हणतो प्रेमाच्या अजून किती परीक्षा द्याव्या लागतात अनुदान,0
VIDEO शाहरुख म्हणतो प्रेमाच्या अजून किती परीक्षा द्याव्या लागतील,0
